order_id,timestamp,event_type,side,price,size,trader_id,is_spoof
100242,0.990016,EXECUTE,BUY,99.96,100,1,False
101352,0.990883,ADD,BUY,99.98,100,1,False
101353,0.99183,ADD,SELL,100.01,20000,11,True
101354,0.992613,ADD,SELL,99.98,300,1,False
101355,0.993209,ADD,BUY,100.02,100,8,False
101356,0.993708,ADD,BUY,100.03,200,8,False
101357,0.994455,ADD,SELL,99.99,300,4,False
101358,0.995118,ADD,SELL,99.99,200,10,False
101359,0.995603,ADD,BUY,100.02,200,2,False
100802,0.996458,EXECUTE,SELL,100.03,100,3,False
101360,0.997435,ADD,SELL,99.96,100,7,False
101361,0.997786,ADD,BUY,99.95,200,6,False
101362,0.998427,ADD,BUY,100.04,300,8,False
101226,0.99942,EXECUTE,BUY,100.03,100,5,False
101363,1.000322,ADD,SELL,99.98,500,4,False
101364,1.000574,ADD,SELL,100.03,100,7,False
101365,1.001349,ADD,BUY,100.0,20000,11,True
100819,1.001749,EXECUTE,SELL,99.99,300,6,False
101366,1.002547,ADD,SELL,99.98,300,1,False
101367,1.002813,ADD,SELL,99.97,100,5,False
101368,1.003764,ADD,BUY,99.97,300,8,False
101369,1.004122,ADD,SELL,100.04,200,1,False
101370,1.004269,ADD,SELL,99.99,100,5,False
101371,1.004566,ADD,SELL,100.0,200,6,False
101372,1.005307,ADD,BUY,100.0,10000,11,True
101373,1.00605,ADD,SELL,99.95,200,1,False
101374,1.006641,ADD,SELL,99.96,100,7,False
101375,1.007305,ADD,BUY,100.04,100,7,False
101376,1.007774,ADD,BUY,100.0,100,4,False
101377,1.00876,ADD,SELL,99.99,200,8,False
101378,1.009603,ADD,SELL,100.03,200,6,False
101379,1.009836,ADD,SELL,99.95,300,7,False
101380,1.010203,ADD,BUY,100.0,200,4,False
101381,1.011019,ADD,BUY,100.03,300,8,False
101382,1.0118,ADD,BUY,100.03,100,1,False
101383,1.011927,ADD,BUY,100.03,200,3,False
101384,1.012796,ADD,BUY,100.02,200,6,False
101380,1.013075,EXECUTE,BUY,100.0,200,4,False
101385,1.014009,ADD,BUY,100.03,200,6,False
101386,1.014239,ADD,BUY,99.97,200,8,False
100964,1.015144,EXECUTE,BUY,100.02,200,9,False
101229,1.015483,EXECUTE,BUY,99.96,100,8,False
101387,1.015588,ADD,SELL,100.0,100,3,False
101388,1.01625,ADD,SELL,100.02,200,1,False
101129,1.016902,EXECUTE,SELL,100.04,300,7,False
101329,1.017549,EXECUTE,SELL,100.04,200,9,False
100710,1.017908,CANCEL,SELL,100.05,1000,7,False
101389,1.018141,ADD,BUY,100.05,200,5,False
100595,1.01898,EXECUTE,BUY,100.02,200,7,False
101390,1.019831,ADD,SELL,100.0,300,7,False
101391,1.020417,ADD,SELL,99.98,100,6,False
101392,1.021348,ADD,SELL,100.05,1000,3,False
101393,1.022152,ADD,SELL,99.97,100,2,False
101157,1.022595,EXECUTE,SELL,100.04,300,9,False
101394,1.022938,ADD,SELL,99.98,200,10,False
101395,1.023679,ADD,BUY,100.04,100,3,False
101396,1.024639,ADD,SELL,99.99,200,7,False
100496,1.025132,EXECUTE,BUY,100.04,200,8,False
101182,1.026105,EXECUTE,BUY,99.98,300,3,False
100452,1.026412,EXECUTE,BUY,100.04,300,2,False
101397,1.027086,ADD,SELL,100.04,100,4,False
100967,1.027258,CANCEL,SELL,100.04,200,4,False
101398,1.027554,ADD,SELL,100.0,100,2,False
101207,1.028108,EXECUTE,SELL,99.96,500,2,False
101399,1.028411,ADD,SELL,99.98,100,5,False
101290,1.029261,EXECUTE,BUY,100.03,1000,1,False
101400,1.029822,ADD,SELL,100.03,300,4,False
101065,1.030111,CANCEL,SELL,100.0,100,5,False
100912,1.0307,EXECUTE,SELL,100.02,200,1,False
100091,1.031655,CANCEL,BUY,99.96,100,10,False
100681,1.031807,EXECUTE,SELL,99.99,200,10,False
101401,1.032521,ADD,SELL,100.02,300,7,False
101289,1.033377,CANCEL,BUY,99.97,300,5,False
100962,1.033741,CANCEL,BUY,99.97,500,10,False
101402,1.034146,ADD,SELL,99.95,200,10,False
101403,1.034553,ADD,SELL,100.04,100,2,False
101404,1.034966,ADD,SELL,99.98,100,9,False
100574,1.035256,EXECUTE,SELL,100.05,100,3,False
100601,1.035746,EXECUTE,BUY,100.0,1000,8,False
101405,1.036613,ADD,SELL,100.02,1000,7,False
101406,1.037061,ADD,BUY,99.98,200,6,False
100182,1.03779,EXECUTE,SELL,100.05,200,9,False
101407,1.038189,ADD,SELL,100.05,300,7,False
101408,1.038841,ADD,SELL,99.96,200,5,False
101409,1.039802,ADD,SELL,100.03,300,3,False
100820,1.04033,EXECUTE,SELL,100.03,300,7,False
101410,1.040659,ADD,BUY,100.03,100,6,False
101411,1.040829,ADD,BUY,100.04,200,5,False
101412,1.041775,ADD,SELL,99.99,200,7,False
101347,1.042319,CANCEL,BUY,100.03,1000,7,False
101413,1.043258,ADD,SELL,100.04,100,8,False
101414,1.043594,ADD,SELL,100.0,200,1,False
101200,1.044489,EXECUTE,SELL,100.02,200,8,False
101415,1.045381,ADD,BUY,100.01,300,7,False
101416,1.046029,ADD,SELL,100.01,100,1,False
101417,1.04629,ADD,SELL,99.97,200,4,False
101418,1.046741,ADD,SELL,99.96,500,8,False
101419,1.047676,ADD,BUY,99.99,100,4,False
101420,1.048321,ADD,BUY,100.03,200,5,False
101421,1.048433,ADD,SELL,100.01,300,5,False
101334,1.048957,CANCEL,BUY,99.96,300,7,False
101422,1.049426,ADD,SELL,100.03,100,5,False
101423,1.050321,ADD,BUY,99.96,200,5,False
100721,1.050825,EXECUTE,SELL,100.02,500,8,False
101424,1.051533,ADD,BUY,99.97,200,6,False
101425,1.05202,ADD,BUY,100.01,200,6,False
101426,1.05289,ADD,SELL,100.01,200,7,False
101427,1.053638,ADD,BUY,99.98,300,8,False
101428,1.053789,ADD,BUY,99.96,500,9,False
101429,1.053963,ADD,BUY,100.0,300,3,False
101430,1.05407,ADD,BUY,100.02,300,7,False
101431,1.054568,ADD,BUY,100.01,15000,11,True
101432,1.055565,ADD,BUY,100.01,200,8,False
101433,1.055734,ADD,SELL,99.96,100,4,False
101434,1.056227,ADD,SELL,99.97,100,9,False
101435,1.056962,ADD,BUY,100.0,200,2,False
101436,1.057468,ADD,BUY,99.97,500,8,False
100482,1.058304,EXECUTE,BUY,99.96,300,9,False
100534,1.059291,EXECUTE,SELL,100.0,300,9,False
101437,1.059495,ADD,SELL,100.0,15000,11,True
101438,1.060426,ADD,BUY,100.05,200,1,False
101439,1.060887,ADD,BUY,100.04,100,9,False
101440,1.061543,ADD,SELL,100.04,200,4,False
101441,1.061828,ADD,SELL,100.05,100,8,False
101442,1.06224,ADD,BUY,100.02,100,1,False
101125,1.063011,EXECUTE,BUY,99.95,1000,3,False
100330,1.063592,EXECUTE,BUY,99.97,100,5,False
101443,1.064391,ADD,SELL,100.01,100,5,False
101444,1.06492,ADD,SELL,100.0,500,10,False
101445,1.065583,ADD,SELL,99.97,100,7,False
101446,1.066549,ADD,BUY,100.03,300,4,False
101144,1.067496,EXECUTE,SELL,99.99,100,2,False
101447,1.068277,ADD,SELL,100.04,100,4,False
101448,1.068858,ADD,SELL,99.98,200,8,False
101449,1.069638,ADD,SELL,99.98,100,2,False
100816,1.069869,EXECUTE,BUY,100.01,100,4,False
101450,1.07079,ADD,SELL,100.0,300,6,False
101451,1.07167,ADD,SELL,99.95,200,9,False
101452,1.072092,ADD,SELL,100.0,100,4,False
101453,1.072798,ADD,BUY,99.99,200,5,False
101454,1.07307,ADD,SELL,100.0,500,1,False
101455,1.073543,ADD,SELL,100.01,300,10,False
100856,1.074456,CANCEL,BUY,100.01,10000,11,True
101046,1.074751,CANCEL,BUY,100.03,100,3,False
101456,1.074966,ADD,BUY,99.99,200,1,False
101265,1.075783,CANCEL,SELL,100.0,100,1,False
101457,1.076199,ADD,SELL,100.02,200,3,False
101240,1.076566,CANCEL,SELL,100.01,10000,11,True
101458,1.077286,ADD,BUY,99.96,200,3,False
101459,1.077965,ADD,SELL,100.04,100,9,False
101460,1.078889,ADD,SELL,99.98,1000,4,False
101461,1.079446,ADD,BUY,100.02,1000,6,False
101462,1.079725,ADD,SELL,100.05,200,8,False
100463,1.080287,EXECUTE,SELL,100.03,100,1,False
101463,1.081101,ADD,SELL,100.02,500,1,False
101464,1.081756,ADD,BUY,99.98,500,10,False
100792,1.082121,EXECUTE,SELL,100.05,100,9,False
101465,1.082847,ADD,BUY,100.01,1000,9,False
101466,1.083067,ADD,SELL,100.01,100,1,False
101090,1.083426,EXECUTE,SELL,100.02,300,4,False
101467,1.084297,ADD,BUY,100.04,200,1,False
101468,1.084562,ADD,BUY,99.96,200,6,False
100627,1.0851,EXECUTE,SELL,99.96,200,8,False
101469,1.085875,ADD,SELL,99.96,100,3,False
101470,1.086236,ADD,SELL,99.99,200,6,False
101471,1.086885,ADD,SELL,100.04,100,1,False
101472,1.087419,ADD,BUY,100.0,200,7,False
101473,1.088029,ADD,SELL,99.99,100,3,False
101474,1.088199,ADD,SELL,99.98,100,1,False
101304,1.089088,CANCEL,BUY,99.99,15000,11,True
101013,1.089253,CANCEL,BUY,100.0,20000,11,True
101475,1.089541,ADD,BUY,99.98,100,9,False
101476,1.090097,ADD,SELL,100.04,200,5,False
101477,1.090296,ADD,SELL,99.98,200,3,False
101478,1.090783,ADD,SELL,99.97,300,1,False
101479,1.091227,ADD,SELL,99.98,100,8,False
101464,1.092061,EXECUTE,BUY,99.98,500,10,False
101480,1.092826,ADD,SELL,100.04,300,6,False
100809,1.093433,EXECUTE,SELL,100.03,100,9,False
101481,1.094013,ADD,BUY,100.0,200,3,False
101482,1.094631,ADD,SELL,99.98,200,4,False
101052,1.095228,EXECUTE,BUY,100.03,300,6,False
100518,1.095581,CANCEL,BUY,100.03,200,2,False
101483,1.095953,ADD,SELL,99.97,200,4,False
101484,1.096928,ADD,BUY,100.02,500,8,False
101485,1.097385,ADD,SELL,100.02,100,10,False
101161,1.097994,EXECUTE,SELL,100.01,500,2,False
101486,1.098834,ADD,BUY,100.0,10000,11,True
101487,1.099347,ADD,BUY,100.02,100,6,False
101488,1.099537,ADD,SELL,99.98,100,8,False
101489,1.099854,ADD,SELL,99.99,100,6,False
100762,1.100288,EXECUTE,SELL,100.03,1000,7,False
101490,1.101091,ADD,BUY,99.95,100,10,False
101344,1.101283,CANCEL,SELL,99.99,200,6,False
101491,1.101709,ADD,SELL,100.0,100,9,False
101492,1.102579,ADD,BUY,99.99,10000,11,True
101493,1.103082,ADD,SELL,99.96,200,6,False
101494,1.103795,ADD,SELL,99.97,200,3,False
101495,1.104533,ADD,SELL,100.01,200,8,False
101496,1.105245,ADD,BUY,100.0,15000,11,True
101497,1.106167,ADD,SELL,99.97,200,9,False
101498,1.107106,ADD,BUY,99.98,300,9,False
101499,1.107712,ADD,SELL,100.05,200,8,False
101500,1.108241,ADD,BUY,100.01,100,9,False
101439,1.108768,EXECUTE,BUY,100.04,100,9,False
101501,1.108903,ADD,BUY,99.99,500,5,False
101502,1.109309,ADD,SELL,100.03,300,1,False
101503,1.109769,ADD,BUY,100.0,5000,11,True
100741,1.110516,EXECUTE,BUY,99.97,100,1,False
101504,1.111355,ADD,BUY,100.0,15000,11,True
101205,1.111854,CANCEL,BUY,99.97,300,5,False
101505,1.112699,ADD,BUY,100.0,100,3,False
100736,1.113397,EXECUTE,BUY,100.01,300,6,False
101506,1.114098,ADD,BUY,99.97,100,1,False
101507,1.114645,ADD,BUY,100.01,200,6,False
101508,1.115091,ADD,BUY,100.01,500,10,False
101509,1.115868,ADD,BUY,99.99,15000,11,True
100064,1.116781,EXECUTE,BUY,100.0,200,9,False
101323,1.117571,EXECUTE,BUY,99.95,200,2,False
101510,1.118503,ADD,SELL,100.0,300,4,False
100838,1.118962,CANCEL,SELL,99.99,15000,11,True
100359,1.119299,EXECUTE,BUY,100.0,200,3,False
101511,1.119514,ADD,BUY,100.03,300,9,False
101512,1.119893,ADD,SELL,99.99,100,7,False
101513,1.120186,ADD,SELL,99.99,200,7,False
101514,1.120808,ADD,SELL,100.0,300,2,False
101515,1.121692,ADD,BUY,99.96,500,7,False
101516,1.121804,ADD,BUY,100.03,200,2,False
101517,1.121998,ADD,SELL,99.99,10000,11,True
101518,1.122278,ADD,SELL,100.01,15000,11,True
101519,1.123016,ADD,SELL,99.97,200,3,False
100889,1.123429,CANCEL,BUY,100.04,100,3,False
101470,1.123555,EXECUTE,SELL,99.99,200,6,False
101520,1.123745,ADD,SELL,99.97,200,1,False
101521,1.124594,ADD,BUY,99.96,300,7,False
101522,1.12473,ADD,BUY,99.95,100,6,False
100090,1.125568,CANCEL,SELL,99.95,100,1,False
101523,1.126116,ADD,BUY,99.95,1000,10,False
101524,1.126931,ADD,BUY,100.02,300,2,False
100210,1.127606,EXECUTE,SELL,99.97,500,8,False
101525,1.127707,ADD,BUY,100.04,500,2,False
101526,1.127986,ADD,BUY,100.02,200,10,False
100266,1.128623,EXECUTE,SELL,100.04,100,10,False
101527,1.12901,ADD,SELL,99.99,1000,5,False
101528,1.129862,ADD,SELL,100.0,15000,11,True
101529,1.130322,ADD,BUY,99.99,5000,11,True
101055,1.130828,CANCEL,BUY,99.97,100,10,False
101530,1.131442,ADD,BUY,100.04,200,6,False
101219,1.131573,EXECUTE,BUY,99.95,300,10,False
101531,1.132019,ADD,SELL,100.04,200,5,False
101532,1.132121,ADD,SELL,99.99,200,7,False
101533,1.132902,ADD,BUY,100.0,200,6,False
101534,1.133705,ADD,BUY,100.04,200,4,False
100688,1.134495,EXECUTE,SELL,99.97,300,8,False
101535,1.135041,ADD,SELL,100.0,5000,11,True
101536,1.135838,ADD,SELL,99.97,200,10,False
101537,1.136788,ADD,SELL,99.97,1000,1,False
100341,1.137262,EXECUTE,SELL,100.02,300,9,False
101538,1.138239,ADD,BUY,99.98,200,6,False
101539,1.138406,ADD,BUY,100.03,200,3,False
101540,1.138867,ADD,BUY,100.0,100,7,False
101541,1.139062,ADD,BUY,99.99,500,4,False
101542,1.139995,ADD,SELL,100.03,200,7,False
101403,1.140574,EXECUTE,SELL,100.04,100,2,False
101543,1.141475,ADD,SELL,100.03,300,1,False
101544,1.142113,ADD,BUY,99.97,200,10,False
101545,1.142909,ADD,BUY,100.01,20000,11,True
101546,1.143695,ADD,BUY,100.02,200,9,False
101547,1.144282,ADD,SELL,100.05,200,6,False
101548,1.145032,ADD,SELL,99.97,200,8,False
101549,1.145696,ADD,BUY,100.0,15000,11,True
101550,1.146511,ADD,BUY,99.95,200,4,False
101472,1.147496,EXECUTE,BUY,100.0,200,7,False
101294,1.148221,EXECUTE,BUY,99.95,200,3,False
101551,1.148714,ADD,SELL,99.99,100,3,False
101552,1.149369,ADD,SELL,100.05,100,9,False
101553,1.149896,ADD,SELL,99.98,100,2,False
100933,1.150855,EXECUTE,BUY,99.95,200,9,False
101525,1.15179,CANCEL,BUY,100.04,500,2,False
100240,1.152289,CANCEL,SELL,99.98,100,4,False
101531,1.152649,EXECUTE,SELL,100.04,200,5,False
101554,1.153008,ADD,SELL,99.98,200,4,False
100645,1.153327,CANCEL,BUY,99.99,300,10,False
101555,1.15422,ADD,SELL,100.0,10000,11,True
100840,1.154682,EXECUTE,BUY,100.01,300,2,False
100332,1.154798,EXECUTE,BUY,99.98,300,4,False
101556,1.155307,ADD,SELL,100.05,500,9,False
101557,1.155825,ADD,SELL,99.96,100,3,False
100992,1.156825,EXECUTE,BUY,99.97,200,5,False
101558,1.156959,ADD,SELL,100.04,200,3,False
101559,1.157523,ADD,SELL,99.98,500,1,False
101560,1.158109,ADD,SELL,99.95,500,5,False
101450,1.158838,EXECUTE,SELL,100.0,300,6,False
101561,1.159346,ADD,BUY,100.04,500,10,False
101562,1.160209,ADD,BUY,100.0,200,5,False
101005,1.161183,EXECUTE,SELL,99.95,200,6,False
101563,1.161788,ADD,SELL,99.98,300,5,False
101564,1.162494,ADD,BUY,100.02,200,7,False
101490,1.163414,EXECUTE,BUY,99.95,100,10,False
101269,1.163553,EXECUTE,SELL,100.01,200,4,False
100916,1.163972,EXECUTE,BUY,99.99,100,2,False
101565,1.164496,ADD,BUY,100.01,100,6,False
101566,1.164758,ADD,BUY,100.03,100,3,False
100908,1.165134,CANCEL,BUY,100.02,200,6,False
101567,1.165421,ADD,SELL,100.03,500,4,False
101568,1.165998,ADD,BUY,99.97,1000,10,False
101569,1.16634,ADD,SELL,99.99,100,2,False
101570,1.16731,ADD,BUY,100.0,5000,11,True
101571,1.168102,ADD,SELL,99.97,200,5,False
100945,1.168834,EXECUTE,SELL,100.0,100,6,False
101408,1.169609,EXECUTE,SELL,99.96,200,5,False
101572,1.170345,ADD,SELL,100.01,100,4,False
101573,1.170935,ADD,SELL,99.95,200,2,False
101574,1.17162,ADD,BUY,100.04,200,2,False
101096,1.172469,CANCEL,SELL,99.96,500,7,False
101575,1.173368,ADD,BUY,99.98,100,3,False
101576,1.173868,ADD,SELL,99.98,200,3,False
101577,1.174092,ADD,SELL,99.95,300,6,False
101578,1.175072,ADD,BUY,99.98,100,7,False
101579,1.175862,ADD,SELL,100.05,100,4,False
101580,1.176382,ADD,SELL,100.0,200,4,False
101581,1.176925,ADD,SELL,99.99,200,4,False
101582,1.177779,ADD,SELL,100.0,200,5,False
101583,1.178692,ADD,SELL,100.01,300,9,False
101547,1.178918,EXECUTE,SELL,100.05,200,6,False
101584,1.179438,ADD,BUY,100.02,500,4,False
100751,1.179762,EXECUTE,BUY,100.02,100,2,False
101585,1.180621,ADD,BUY,99.99,300,2,False
100424,1.181123,CANCEL,BUY,99.98,200,2,False
101586,1.181265,ADD,BUY,100.04,1000,5,False
101160,1.181519,EXECUTE,BUY,100.02,500,1,False
101587,1.181847,ADD,SELL,100.02,500,2,False
101588,1.182738,ADD,SELL,99.98,100,1,False
101589,1.18371,ADD,BUY,100.04,1000,5,False
100713,1.184644,CANCEL,SELL,100.02,200,4,False
100957,1.185133,CANCEL,SELL,100.01,100,6,False
100815,1.186068,EXECUTE,BUY,99.99,100,4,False
101189,1.186921,EXECUTE,SELL,100.0,300,8,False
101590,1.187321,ADD,SELL,99.98,100,6,False
101591,1.187613,ADD,SELL,99.98,200,7,False
101592,1.188131,ADD,SELL,100.05,100,2,False
101593,1.188508,ADD,SELL,99.95,500,4,False
101594,1.189087,ADD,SELL,100.0,10000,11,True
101595,1.189312,ADD,SELL,99.98,300,3,False
101596,1.190096,ADD,SELL,99.95,500,2,False
101288,1.190886,EXECUTE,BUY,99.96,300,10,False
100571,1.191422,EXECUTE,BUY,100.04,100,9,False
101597,1.192046,ADD,SELL,100.01,500,6,False
101598,1.192169,ADD,SELL,99.96,500,8,False
101599,1.192873,ADD,BUY,100.04,300,6,False
100660,1.1932,EXECUTE,SELL,99.99,100,10,False
101600,1.193658,ADD,SELL,99.99,20000,11,True
101308,1.19463,CANCEL,SELL,99.97,200,5,False
101281,1.194847,EXECUTE,SELL,99.95,500,9,False
101601,1.195334,ADD,SELL,100.01,5000,11,True
101602,1.195568,ADD,BUY,99.98,300,2,False
101603,1.196219,ADD,SELL,100.05,300,9,False
101604,1.196831,ADD,SELL,99.97,200,2,False
101605,1.197558,ADD,BUY,100.05,300,10,False
101606,1.197896,ADD,BUY,100.03,200,5,False
101273,1.198021,EXECUTE,SELL,99.98,300,1,False
101607,1.198967,ADD,SELL,100.04,300,9,False
101608,1.199421,ADD,BUY,100.01,300,9,False
101469,1.200216,CANCEL,SELL,99.96,100,3,False
101609,1.201212,ADD,BUY,100.01,100,7,False
101610,1.201886,ADD,BUY,100.01,500,1,False
101465,1.202879,EXECUTE,BUY,100.01,1000,9,False
100799,1.203033,CANCEL,BUY,99.99,10000,11,True
101611,1.203937,ADD,SELL,99.95,100,7,False
101092,1.204743,EXECUTE,BUY,99.97,200,3,False
101612,1.205506,ADD,SELL,99.96,500,5,False
101613,1.205875,ADD,BUY,99.96,100,3,False
101428,1.206462,CANCEL,BUY,99.96,500,9,False
101614,1.207165,ADD,SELL,100.01,200,7,False
101615,1.207814,ADD,BUY,99.98,500,1,False
100290,1.208296,EXECUTE,BUY,100.01,300,3,False
100750,1.209294,EXECUTE,SELL,99.96,100,3,False
101616,1.209845,ADD,SELL,99.95,100,3,False
100349,1.210581,EXECUTE,BUY,99.98,500,9,False
101227,1.210964,EXECUTE,BUY,100.05,300,10,False
100358,1.211711,EXECUTE,BUY,99.98,500,4,False
101617,1.212439,ADD,SELL,100.02,300,3,False
101618,1.21325,ADD,SELL,99.95,100,8,False
101619,1.21376,ADD,BUY,100.01,100,3,False
100902,1.214629,CANCEL,SELL,100.01,15000,11,True
100943,1.21515,CANCEL,SELL,99.97,300,2,False
100096,1.216057,CANCEL,BUY,99.97,100,10,False
101620,1.216196,ADD,SELL,100.0,15000,11,True
100719,1.216793,CANCEL,BUY,100.0,10000,11,True
101621,1.217289,ADD,SELL,100.03,500,7,False
101576,1.218009,CANCEL,SELL,99.98,200,3,False
101622,1.218749,ADD,BUY,100.05,500,10,False
101623,1.219055,ADD,BUY,99.99,10000,11,True
101624,1.219218,ADD,BUY,99.98,200,10,False
101625,1.219987,ADD,SELL,100.02,100,3,False
101626,1.220797,ADD,BUY,100.02,200,1,False
101627,1.221354,ADD,BUY,99.99,10000,11,True
101628,1.221672,ADD,SELL,100.01,300,8,False
101629,1.222463,ADD,SELL,99.95,200,4,False
101630,1.223143,ADD,SELL,99.96,500,10,False
101631,1.224125,ADD,SELL,99.96,100,2,False
101241,1.225036,CANCEL,SELL,100.04,1000,8,False
101537,1.225507,EXECUTE,SELL,99.97,1000,1,False
101632,1.226111,ADD,SELL,99.96,100,1,False
101633,1.226409,ADD,BUY,100.01,100,9,False
101634,1.227093,ADD,BUY,99.95,200,4,False
101635,1.227823,ADD,BUY,99.96,300,3,False
101636,1.228395,ADD,BUY,100.04,300,7,False
101637,1.22917,ADD,BUY,99.96,100,5,False
100830,1.229699,EXECUTE,BUY,100.03,200,2,False
100870,1.230554,EXECUTE,BUY,99.97,300,2,False
101638,1.231023,ADD,BUY,99.99,300,1,False
101639,1.231391,ADD,SELL,100.02,100,4,False
101640,1.231686,ADD,SELL,99.99,200,1,False
101641,1.232163,ADD,BUY,100.04,300,7,False
101642,1.232441,ADD,BUY,100.02,1000,6,False
101643,1.232553,ADD,SELL,100.02,100,7,False
101644,1.233036,ADD,SELL,100.01,500,10,False
100373,1.233865,CANCEL,SELL,100.0,100,5,False
101645,1.234146,ADD,SELL,100.04,100,6,False
101377,1.234377,EXECUTE,SELL,99.99,200,8,False
100678,1.234552,CANCEL,BUY,100.03,300,4,False
101646,1.235055,ADD,BUY,100.02,300,1,False
101647,1.23556,ADD,SELL,99.99,500,6,False
101349,1.236056,EXECUTE,SELL,100.04,200,10,False
101245,1.236743,CANCEL,SELL,99.97,500,7,False
100548,1.237573,EXECUTE,BUY,100.03,200,2,False
101648,1.238493,ADD,BUY,100.02,500,9,False
101649,1.238756,ADD,BUY,99.97,100,6,False
101356,1.239184,CANCEL,BUY,100.03,200,8,False
101343,1.239744,CANCEL,SELL,100.01,10000,11,True
101650,1.240588,ADD,BUY,100.0,100,2,False
101651,1.240894,ADD,SELL,99.95,100,5,False
100690,1.241167,EXECUTE,BUY,99.97,100,10,False
100692,1.242043,CANCEL,BUY,100.04,300,8,False
101652,1.24219,ADD,BUY,99.98,200,4,False
101653,1.242544,ADD,BUY,100.03,100,10,False
101366,1.24315,EXECUTE,SELL,99.98,300,1,False
101654,1.243636,ADD,SELL,99.98,200,9,False
101655,1.243871,ADD,BUY,99.95,1000,4,False
101214,1.244273,EXECUTE,SELL,99.99,500,2,False
101656,1.245137,ADD,SELL,100.0,15000,11,True
101657,1.245992,ADD,BUY,100.0,100,1,False
101658,1.246597,ADD,SELL,99.95,100,1,False
101230,1.247215,EXECUTE,SELL,100.02,100,9,False
101064,1.247543,EXECUTE,BUY,100.0,100,9,False
101659,1.247881,ADD,SELL,99.96,500,10,False
101048,1.248543,EXECUTE,SELL,100.04,100,4,False
101660,1.249051,ADD,BUY,100.01,1000,8,False
101661,1.250033,ADD,SELL,99.99,200,10,False
100596,1.250747,CANCEL,SELL,100.0,15000,11,True
100141,1.251123,EXECUTE,SELL,100.01,300,4,False
101188,1.251934,EXECUTE,SELL,99.96,100,7,False
101662,1.252365,ADD,SELL,99.99,300,5,False
101270,1.253083,CANCEL,SELL,99.99,10000,11,True
101663,1.253578,ADD,BUY,100.03,100,9,False
101664,1.254479,ADD,BUY,99.96,100,6,False
101536,1.255379,EXECUTE,SELL,99.97,200,10,False
100484,1.255774,CANCEL,BUY,100.01,15000,11,True
101665,1.256401,ADD,SELL,100.0,500,1,False
100994,1.257053,EXECUTE,BUY,99.99,200,1,False
101666,1.258033,ADD,BUY,100.04,200,7,False
101667,1.258763,ADD,SELL,99.96,100,10,False
101668,1.259123,ADD,BUY,99.98,200,5,False
101669,1.259592,ADD,SELL,99.97,300,7,False
101670,1.260076,ADD,SELL,99.95,200,1,False
101671,1.260331,ADD,SELL,99.99,20000,11,True
101672,1.261059,ADD,BUY,100.03,200,6,False
101673,1.261815,ADD,BUY,100.03,100,4,False
101674,1.262721,ADD,SELL,100.02,500,9,False
101675,1.263052,ADD,SELL,99.96,200,2,False
101089,1.263417,EXECUTE,BUY,99.95,100,6,False
101676,1.263811,ADD,SELL,99.97,100,9,False
101677,1.264062,ADD,SELL,99.95,100,6,False
101276,1.264741,EXECUTE,BUY,99.99,100,4,False
101678,1.265141,ADD,BUY,99.98,200,10,False
101679,1.265282,ADD,BUY,100.05,200,3,False
101680,1.265714,ADD,BUY,100.03,300,9,False
101433,1.265854,CANCEL,SELL,99.96,100,4,False
101461,1.266337,EXECUTE,BUY,100.02,1000,6,False
101681,1.26671,ADD,SELL,100.03,300,9,False
101682,1.267353,ADD,SELL,100.02,100,3,False
101683,1.267499,ADD,BUY,100.0,100,7,False
101684,1.267634,ADD,SELL,99.99,100,5,False
101685,1.268616,ADD,BUY,99.96,300,5,False
101686,1.269534,ADD,BUY,100.01,500,2,False
101687,1.270519,ADD,SELL,99.97,300,1,False
101688,1.271366,ADD,BUY,100.03,500,3,False
101689,1.272135,ADD,BUY,99.99,200,2,False
101690,1.273062,ADD,SELL,100.0,500,7,False
101687,1.273275,EXECUTE,SELL,99.97,300,1,False
101691,1.273903,ADD,BUY,100.01,200,6,False
100327,1.274725,EXECUTE,BUY,100.02,200,6,False
101692,1.275319,ADD,SELL,100.04,500,5,False
101693,1.275595,ADD,SELL,99.98,500,7,False
101694,1.276008,ADD,SELL,100.0,100,10,False
101695,1.276404,ADD,SELL,100.0,500,10,False
101696,1.277046,ADD,BUY,100.01,300,10,False
101697,1.277962,ADD,SELL,99.96,200,5,False
101698,1.278845,ADD,SELL,100.0,200,4,False
101699,1.279079,ADD,SELL,100.0,20000,11,True
101700,1.279694,ADD,SELL,99.99,10000,11,True
101701,1.280309,ADD,BUY,100.01,100,5,False
101702,1.281122,ADD,SELL,100.04,1000,8,False
101703,1.281624,ADD,SELL,100.0,200,2,False
101704,1.282318,ADD,SELL,100.0,100,9,False
101705,1.283194,ADD,SELL,100.02,100,1,False
101706,1.284147,ADD,BUY,100.01,100,3,False
101707,1.284713,ADD,BUY,99.97,200,9,False
101708,1.285647,ADD,SELL,99.99,300,10,False
101709,1.286121,ADD,SELL,100.04,300,7,False
101710,1.286721,ADD,SELL,100.0,100,8,False
101711,1.286864,ADD,BUY,99.95,300,4,False
101196,1.287083,EXECUTE,SELL,100.0,100,5,False
101369,1.288018,CANCEL,SELL,100.04,200,1,False
101712,1.288436,ADD,BUY,99.99,300,10,False
101181,1.288688,EXECUTE,SELL,100.04,200,3,False
101713,1.28921,ADD,SELL,99.96,100,7,False
